km/l;IAT;RPM;MAP;km/h;Load;Acelerador(%);TARGET
8,620689655;59;2407;98;50;99;46,67;driver3
8,620689655;59;2407;98;50;99;46,67;driver3
8,620689655;59;2407;98;50;99;46,67;driver3
8,620689655;59;2407;98;50;99;46,67;driver3
8,620689655;59;2407;98;50;99;46,67;driver3
8,620689655;59;2407;98;50;99;46,67;driver3
8,620689655;59;2407;98;50;99;22,35;driver3
8,620689655;59;2407;98;50;99;22,35;driver3
8,620689655;59;2407;98;50;99;22,35;driver3
14,28571429;59;2407;59;50;99;22,35;driver3
15,15151515;59;2407;59;53;99;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;22,35;driver3
14,28571429;59;2539;59;53;48;17,25;driver3
14,28571429;59;2539;59;53;48;17,25;driver3
25;59;2539;34;53;48;17,25;driver3
24,3902439;59;2539;34;52;48;17,25;driver3
24,3902439;59;2539;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;17,25;driver3
25,64102564;59;2439;34;52;28;22,75;driver3
25,64102564;59;2439;34;52;28;22,75;driver3
13,15789474;59;2439;66;52;28;22,75;driver3
13,15789474;59;2439;66;52;28;22,75;driver3
13,15789474;59;2439;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;22,75;driver3
12,82051282;59;2512;66;52;72;18,43;driver3
12,82051282;59;2512;66;52;72;18,43;driver3
23,25581395;59;2512;36;52;72;18,43;driver3
23,25581395;59;2512;36;52;72;18,43;driver3
23,25581395;59;2512;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;18,43;driver3
23,80952381;59;2473;36;52;37;23,53;driver3
23,80952381;59;2473;36;52;37;23,53;driver3
23,80952381;59;2473;36;52;37;23,53;driver3
13,69863014;59;2473;62;52;37;23,53;driver3
14,08450704;59;2473;62;53;37;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,53;driver3
13,69863014;59;2549;62;53;53;23,14;driver3
13,69863014;59;2549;62;53;53;23,14;driver3
35,71428571;59;2549;24;53;53;23,14;driver3
35,71428571;59;2549;24;54;53;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;23,14;driver3
35,71428571;59;2580;24;54;23;13,73;driver3
35,71428571;59;2580;24;54;23;13,73;driver3
43,47826087;59;2580;20;54;23;13,73;driver3
37,03703704;59;2580;20;47;23;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;13,73;driver3
90,90909091;59;1079;20;47;38;14,9;driver3
90,90909091;59;1079;20;47;38;14,9;driver3
34,48275862;59;1079;51;47;38;14,9;driver3
26,31578947;59;1079;51;36;38;14,9;driver3
26,31578947;59;1079;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
32,25806452;59;889;51;36;36;14,9;driver3
30,3030303;59;889;54;36;36;14,9;driver3
12,65822785;59;889;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;14,9;driver3
12,82051282;59;886;54;15;36;29,02;driver3
12,82051282;59;886;54;15;36;29,02;driver3
8,196721311;59;886;84;15;36;29,02;driver3
8,196721311;59;886;84;15;36;29,02;driver3
13,15789474;59;886;84;24;36;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;29,02;driver3
4,830917874;59;2410;84;24;73;26,67;driver3
4,830917874;59;2410;84;24;73;26,67;driver3
4,132231405;59;2410;98;24;73;26,67;driver3
5,154639175;59;2410;98;30;73;26,67;driver3
5,154639175;59;2410;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;26,67;driver3
6,060606061;59;2060;98;30;99;15,29;driver3
6,060606061;59;2060;98;30;99;15,29;driver3
10,75268817;59;2060;55;30;99;15,29;driver3
12,98701299;59;2060;55;36;99;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;15,29;driver3
14,92537313;59;1780;55;36;98;18,82;driver3
14,92537313;59;1780;55;36;98;18,82;driver3
14,92537313;59;1780;55;36;98;18,82;driver3
35,71428571;59;1780;23;36;98;18,82;driver3
40;59;1780;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
37,03703704;59;1943;23;41;0;18,82;driver3
14,28571429;59;1943;60;41;0;18,82;driver3
12,98701299;59;1943;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;18,82;driver3
14,28571429;59;1751;60;37;77;21,57;driver3
14,28571429;59;1751;60;37;77;21,57;driver3
14,28571429;59;1751;60;37;77;21,57;driver3
30,3030303;59;1751;28;37;77;21,57;driver3
32,25806452;59;1751;28;39;77;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;21,57;driver3
31,25;59;1809;28;39;11;16,47;driver3
31,25;59;1809;28;39;11;16,47;driver3
31,25;59;1809;28;39;11;16,47;driver3
21,27659574;59;1809;41;39;11;16,47;driver3
18,51851852;59;1809;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;16,47;driver3
20,83333333;59;1622;41;34;42;12,16;driver3
20,83333333;59;1622;41;34;42;12,16;driver3
37,03703704;59;1622;23;34;42;12,16;driver3
34,48275862;59;1622;23;32;42;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;12,16;driver3
38,46153846;59;1497;23;32;19;15,69;driver3
38,46153846;59;1497;23;32;19;15,69;driver3
17,85714286;59;1497;49;32;19;15,69;driver3
15,625;59;1497;49;28;19;15,69;driver3
15,625;59;1497;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;15,69;driver3
23,25581395;59;991;49;28;35;14,9;driver3
23,25581395;59;991;49;28;35;14,9;driver3
21,73913043;59;991;53;28;35;14,9;driver3
21,73913043;59;991;53;28;35;14,9;driver3
15,38461538;59;991;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;14,9;driver3
17,54385965;59;867;53;20;38;27,84;driver3
17,54385965;59;867;53;20;38;27,84;driver3
17,54385965;59;867;53;20;38;27,84;driver3
12,82051282;59;867;73;20;38;27,84;driver3
9,009009009;59;867;73;14;38;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
5,882352941;59;1327;73;14;75;27,84;driver3
4,385964912;59;1327;98;14;75;27,84;driver3
6,578947368;59;1327;98;21;75;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;27,84;driver3
3,816793893;59;2279;98;21;96;19,22;driver3
3,816793893;59;2279;98;21;96;19,22;driver3
3,861003861;59;2279;97;21;96;19,22;driver3
5,154639175;59;2279;97;28;96;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;19,22;driver3
6,172839506;59;1903;97;28;91;18,04;driver3
6,172839506;59;1903;97;28;91;18,04;driver3
6,451612903;59;1903;93;28;91;18,04;driver3
7,575757576;59;1903;93;33;91;18,04;driver3
7,575757576;59;1903;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;18,04;driver3
9,090909091;59;1590;93;33;99;34,9;driver3
9,090909091;59;1590;93;33;99;34,9;driver3
9,174311927;59;1590;92;33;99;34,9;driver3
11,36363636;59;1590;92;41;99;34,9;driver3
11,36363636;59;1590;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;34,9;driver3
9,090909091;59;1992;92;41;83;22,35;driver3
9,090909091;59;1992;92;41;83;22,35;driver3
9,090909091;59;1992;92;41;83;22,35;driver3
13,33333333;59;1992;63;41;83;22,35;driver3
14,92537313;59;1992;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;22,35;driver3
13,33333333;59;2236;63;46;52;18,04;driver3
13,33333333;59;2236;63;46;52;18,04;driver3
21,27659574;59;2236;39;46;52;18,04;driver3
21,27659574;59;2236;39;46;52;18,04;driver3
21,73913043;59;2236;39;47;52;18,04;driver3
