km/l;IAT;RPM;MAP;km/h;Carga do Motor;Acelerador(%);class
11,23595506;58;2515;75;52;49;38,82;driver5
12,04819277;58;2515;75;56;49;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;38,82;driver5
11,23595506;58;2686;75;56;33;13,73;driver5
11,23595506;58;2686;75;56;33;13,73;driver5
45,45454545;58;2686;19;56;33;13,73;driver5
45,45454545;58;2686;19;56;33;13,73;driver5
34,48275862;58;2686;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;13,73;driver5
71,42857143;58;1276;19;43;25;15,29;driver5
71,42857143;58;1276;19;43;25;15,29;driver5
23,80952381;58;1276;58;43;25;15,29;driver5
9,345794393;58;1276;58;17;25;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;15,29;driver5
12,82051282;58;931;58;17;33;39,61;driver5
12,82051282;58;931;58;17;33;39,61;driver5
7,575757576;58;931;98;17;33;39,61;driver5
8,849557522;58;931;98;20;33;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;39,61;driver5
3,875968992;58;2135;98;20;98;85,1;driver5
3,875968992;58;2135;98;20;98;85,1;driver5
3,802281369;58;2135;100;20;98;85,1;driver5
3,802281369;58;2135;100;20;98;85,1;driver5
5,681818182;58;2135;100;30;98;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,847953216;58;2076;100;30;99;85,1;driver5
5,917159763;58;2076;99;30;99;85,1;driver5
8,695652174;58;2076;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;85,1;driver5
6,25;58;2881;99;44;99;46,27;driver5
6,25;58;2881;99;44;99;46,27;driver5
6,25;58;2881;99;44;99;46,27;driver5
6,329113924;58;2881;98;44;99;46,27;driver5
6,896551724;58;2881;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;46,27;driver5
8,403361345;58;2362;98;48;99;20;driver5
8,403361345;58;2362;98;48;99;20;driver5
18,18181818;58;2362;45;48;99;20;driver5
18,51851852;58;2362;45;49;99;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;20;driver5
18,86792453;58;2329;45;49;43;48,63;driver5
18,86792453;58;2329;45;49;43;48,63;driver5
8,695652174;58;2329;98;49;43;48,63;driver5
8,695652174;58;2329;98;49;43;48,63;driver5
9,615384615;58;2329;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;48,63;driver5
8,547008547;58;2619;98;54;100;44,71;driver5
8,547008547;58;2619;98;54;100;44,71;driver5
8,547008547;58;2619;98;54;100;44,71;driver5
8,547008547;58;2619;98;54;100;44,71;driver5
9,009009009;58;2619;98;57;100;44,71;driver5
9,009009009;58;2619;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;44,71;driver5
11,23595506;58;2094;98;57;59;21,18;driver5
11,23595506;58;2094;98;57;59;21,18;driver5
11,23595506;58;2094;98;57;59;21,18;driver5
13,88888889;58;2094;79;57;59;21,18;driver5
13,69863014;58;2094;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;21,18;driver5
14,08450704;58;2049;79;56;28;15,29;driver5
14,08450704;58;2049;79;56;28;15,29;driver5
14,08450704;58;2049;79;56;28;15,29;driver5
19,60784314;58;2049;57;56;28;15,29;driver5
7,633587786;58;2049;57;22;28;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;15,29;driver5
16,94915254;58;916;57;22;37;34,9;driver5
16,94915254;58;916;57;22;37;34,9;driver5
16,94915254;58;916;57;22;37;34,9;driver5
9,900990099;58;916;98;22;37;34,9;driver5
7,692307692;58;916;98;17;37;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;34,9;driver5
3,787878788;58;1855;98;17;99;19,22;driver5
3,787878788;58;1855;98;17;99;19,22;driver5
16,12903226;58;1855;23;17;99;19,22;driver5
30,3030303;58;1855;23;32;99;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;19,22;driver5
30,3030303;58;1848;23;32;65;49,02;driver5
30,3030303;58;1848;23;32;65;49,02;driver5
7,142857143;58;1848;98;32;65;49,02;driver5
9,433962264;58;1848;98;42;65;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;49,02;driver5
6,493506494;58;2684;98;42;25;13,33;driver5
6,493506494;58;2684;98;42;25;13,33;driver5
6,493506494;58;2684;98;42;25;13,33;driver5
30,3030303;58;2684;21;42;25;13,33;driver5
24,3902439;58;2684;21;34;25;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;13,33;driver5
30,3030303;58;2180;21;34;12;10,98;driver5
30,3030303;58;2180;21;34;12;10,98;driver5
30,3030303;57;2180;21;34;12;10,98;driver5
28,57142857;57;2180;22;34;12;10,98;driver5
19,23076923;57;2180;22;23;12;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;10,98;driver5
29,41176471;57;1434;22;23;54;28,24;driver5
29,41176471;57;1434;22;23;54;28,24;driver5
29,41176471;57;1434;22;23;54;28,24;driver5
6,622516556;57;1434;98;23;54;28,24;driver5
6,896551724;57;1434;98;24;54;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;28,24;driver5
6,134969325;57;1611;98;24;99;23,92;driver5
6,134969325;57;1611;98;24;99;23,92;driver5
6,134969325;57;1611;98;24;99;23,92;driver5
5,376344086;57;1611;98;21;99;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;23,92;driver5
6,097560976;57;1423;98;21;100;41,18;driver5
6,097560976;57;1423;98;21;100;41,18;driver5
6,097560976;57;1423;98;21;100;41,18;driver5
8,403361345;57;1423;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;41,18;driver5
6,289308176;57;1907;98;29;100;85,1;driver5
6,289308176;57;1907;98;29;100;85,1;driver5
6,211180124;57;1907;99;29;100;85,1;driver5
6,211180124;57;1907;99;29;100;85,1;driver5
8,333333333;57;1907;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;85,1;driver5
6,172839506;57;2585;99;39;98;44,31;driver5
6,172839506;57;2585;99;39;98;44,31;driver5
6,211180124;57;2585;98;39;98;44,31;driver5
6,211180124;57;2585;98;39;98;44,31;driver5
6,849315068;57;2585;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;44,31;driver5
8,547008547;57;2070;98;43;98;46,67;driver5
8,547008547;57;2070;98;43;98;46,67;driver5
8,547008547;57;2070;98;43;98;46,67;driver5
10;57;2070;84;43;98;46,67;driver5
11,11111111;57;2070;84;48;98;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;46,67;driver5
10,1010101;57;2297;84;48;15;24,31;driver5
10,1010101;57;2297;84;48;15;24,31;driver5
11,23595506;57;2297;75;48;15;24,31;driver5
10,75268817;57;2297;75;46;15;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;24,31;driver5
11,23595506;57;2213;75;46;70;20;driver5
11,23595506;57;2213;75;46;70;20;driver5
13,69863014;57;2213;61;46;70;20;driver5
13,69863014;57;2213;61;46;70;20;driver5
13,69863014;57;2213;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;20;driver5
13,69863014;57;2225;61;46;100;27,06;driver5
13,69863014;57;2225;61;46;100;27,06;driver5
20,83333333;57;2225;40;46;100;27,06;driver5
20,83333333;57;2225;40;46;100;27,06;driver5
22,72727273;57;2225;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;27,06;driver5
21,27659574;57;2358;40;50;24;16,86;driver5
21,27659574;57;2358;40;50;24;16,86;driver5
20,83333333;57;2358;41;50;24;16,86;driver5
20,83333333;57;2358;41;50;24;16,86;driver5
18,86792453;57;2358;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;16,86;driver5
20,83333333;57;2119;41;45;7;14,9;driver5
20,83333333;57;2119;41;45;7;14,9;driver5
20,83333333;57;2119;41;45;7;14,9;driver5
16,94915254;57;2119;51;45;7;14,9;driver5
12,34567901;57;2119;51;33;7;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
29,41176471;57;884;51;33;44;14,9;driver5
31,25;57;884;48;33;44;14,9;driver5
12,34567901;57;884;48;13;44;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;14,9;driver5
9,433962264;57;1163;48;13;80;43,92;driver5
9,433962264;57;1163;48;13;80;43,92;driver5
4,608294931;57;1163;98;13;80;43,92;driver5
8,547008547;57;1163;98;24;80;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,92;driver5
6,289308176;57;1573;98;24;14;43,53;driver5
6,289308176;57;1573;98;24;14;43,53;driver5
6,289308176;57;1573;98;24;14;43,53;driver5
6,289308176;57;1573;98;24;14;43,53;driver5
8,620689655;57;1573;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;43,53;driver5
6,060606061;57;2251;98;33;99;13,33;driver5
6,060606061;57;2251;98;33;99;13,33;driver5
18,51851852;57;2251;32;33;99;13,33;driver5
18,51851852;57;2251;32;33;99;13,33;driver5
24,3902439;57;2251;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;13,33;driver5
27,02702703;57;2034;32;43;100;18,43;driver5
27,02702703;57;2034;32;43;100;18,43;driver5
27,02702703;57;2034;32;43;100;18,43;driver5
27,77777778;57;2034;31;43;100;18,43;driver5
27,77777778;57;2034;31;43;100;18,43;driver5
30,3030303;57;2034;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;18,43;driver5
27,02702703;57;2291;31;48;29;49,02;driver5
27,02702703;57;2291;31;48;29;49,02;driver5
8,620689655;57;2291;98;48;29;49,02;driver5
9,900990099;57;2291;98;55;29;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;49,02;driver5
8,403361345;57;2694;98;55;99;52,94;driver5
8,403361345;57;2694;98;55;99;52,94;driver5
8,403361345;57;2694;98;55;99;52,94;driver5
10;57;2694;98;65;99;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;52,94;driver5
10,63829787;57;2512;98;65;14;48,24;driver5
10,63829787;57;2512;98;65;14;48,24;driver5
21,27659574;57;2512;49;65;14;48,24;driver5
22,22222222;57;2512;49;67;14;48,24;driver5
22,22222222;57;2512;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;48,24;driver5
22,22222222;57;2484;49;67;40;12,55;driver5
22,22222222;57;2484;49;67;40;12,55;driver5
58,82352941;57;2484;19;67;40;12,55;driver5
58,82352941;57;2484;19;67;40;12,55;driver5
38,46153846;57;2484;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;12,55;driver5
62,5;57;1539;19;45;9;34,12;driver5
62,5;57;1539;19;45;9;34,12;driver5
62,5;57;1539;19;45;9;34,12;driver5
16,94915254;57;1539;70;45;9;34,12;driver5
14,92537313;57;1539;70;40;9;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;34,12;driver5
11,76470588;57;1956;70;40;65;45,49;driver5
11,76470588;57;1956;70;40;65;45,49;driver5
8,403361345;57;1956;98;40;65;45,49;driver5
9,708737864;57;1956;98;46;65;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;45,49;driver5
8,403361345;57;2256;98;46;98;49,41;driver5
8,403361345;57;2256;98;46;98;49,41;driver5
11,9047619;57;2256;69;46;98;49,41;driver5
14,08450704;57;2256;69;54;98;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;49,41;driver5
12,5;57;2532;69;54;24;15,29;driver5
12,5;57;2532;69;54;24;15,29;driver5
16,94915254;57;2532;51;54;24;15,29;driver5
10,98901099;57;2532;51;35;24;15,29;driver5
10,98901099;57;2532;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
32,25806452;57;867;51;35;41;15,29;driver5
20;57;867;81;35;41;15,29;driver5
6,329113924;57;867;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;15,29;driver5
4,366812227;57;1256;81;11;97;46,67;driver5
4,366812227;57;1256;81;11;97;46,67;driver5
3,610108303;57;1256;98;11;97;46,67;driver5
3,610108303;57;1256;98;11;97;46,67;driver5
9,523809524;57;1256;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;46,67;driver5
4,545454545;57;2635;98;29;20;45,1;driver5
4,545454545;57;2635;98;29;20;45,1;driver5
4,545454545;57;2635;98;29;20;45,1;driver5
4,545454545;57;2635;98;29;20;45,1;driver5
5,649717514;57;2635;98;36;20;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;45,1;driver5
6,134969325;57;2418;98;36;99;52,16;driver5
6,134969325;57;2418;98;36;99;52,16;driver5
10,75268817;57;2418;56;36;99;52,16;driver5
10,75268817;57;2418;56;36;99;52,16;driver5
14,08450704;57;2418;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;52,16;driver5
19,23076923;57;1774;56;47;5;19,61;driver5
19,23076923;57;1774;56;47;5;19,61;driver5
19,23076923;57;1774;56;47;5;19,61;driver5
11,23595506;57;1774;95;47;5;19,61;driver5
11,76470588;57;1774;95;49;5;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;19,61;driver5
8,928571429;57;2334;95;49;44;47,84;driver5
8,928571429;57;2334;95;49;44;47,84;driver5
8,695652174;57;2334;98;49;44;47,84;driver5
