km/l;IAT;RPM;MAP;km/h;Carga do Motor;Acelerador(%);class
6,211180124;59;1873;98;28;99;40,39;driver5
6,211180124;59;1873;98;28;99;40,39;driver5
6,211180124;59;1873;98;28;99;40,39;driver5
6,211180124;59;1873;98;28;99;25,88;driver5
6,211180124;59;1873;98;28;99;25,88;driver5
6,666666667;59;1873;91;28;99;25,88;driver5
6,666666667;59;1873;91;28;99;25,88;driver5
7,874015748;59;1873;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;25,88;driver5
6,711409396;59;2194;91;33;98;16,08;driver5
6,711409396;59;2194;91;33;98;16,08;driver5
6,711409396;59;2194;91;33;98;16,08;driver5
6,25;59;2194;98;33;98;16,08;driver5
7,352941176;59;2194;98;39;98;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;16,08;driver5
8,403361345;59;1920;98;39;100;20,39;driver5
8,403361345;59;1920;98;39;100;20,39;driver5
8,403361345;59;1920;98;39;100;20,39;driver5
23,80952381;59;1920;35;39;100;20,39;driver5
23,25581395;59;1920;35;38;100;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;20,39;driver5
25;59;1759;35;38;12;11,76;driver5
25;59;1759;35;38;12;11,76;driver5
45,45454545;59;1759;19;38;12;11,76;driver5
40;59;1759;19;33;12;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;11,76;driver5
47,61904762;59;1490;19;33;16;15,29;driver5
47,61904762;60;1490;19;33;16;15,29;driver5
17,24137931;60;1490;52;33;16;15,29;driver5
17,24137931;60;1490;52;33;16;15,29;driver5
11,62790698;60;1490;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;15,29;driver5
16,94915254;60;1015;52;22;41;30,98;driver5
16,94915254;60;1015;52;22;41;30,98;driver5
9,009009009;60;1015;98;22;41;30,98;driver5
9,009009009;60;1015;98;22;41;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;30,98;driver5
6,535947712;60;1405;98;22;26;15,29;driver5
6,535947712;60;1405;98;22;26;15,29;driver5
6,578947368;60;1405;97;22;26;15,29;driver5
5,076142132;60;1405;97;17;26;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;15,29;driver5
5,952380952;60;1199;97;17;100;39,22;driver5
5,952380952;60;1199;97;17;100;39,22;driver5
5,917159763;60;1199;98;17;100;39,22;driver5
8,695652174;60;1199;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;39,22;driver5
6,211180124;60;1675;98;25;100;44,71;driver5
6,211180124;60;1675;98;25;100;44,71;driver5
6,134969325;60;1675;99;25;100;44,71;driver5
8,333333333;60;1675;99;34;100;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;44,71;driver5
6,172839506;60;2272;99;34;99;35,69;driver5
6,172839506;60;2272;99;34;99;35,69;driver5
6,211180124;60;2272;98;34;99;35,69;driver5
7,142857143;60;2272;98;39;99;35,69;driver5
7,142857143;60;2272;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;35,69;driver5
8,620689655;60;1887;98;39;100;43,92;driver5
8,620689655;60;1887;98;39;100;43,92;driver5
8,620689655;60;1887;98;39;100;43,92;driver5
9,174311927;60;1887;92;39;100;43,92;driver5
9,900990099;60;1887;92;42;100;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;43,92;driver5
9,259259259;60;2016;92;42;98;18,04;driver5
9,259259259;60;2016;92;42;98;18,04;driver5
9,259259259;60;2016;92;42;98;18,04;driver5
19,60784314;60;2016;43;42;98;18,04;driver5
19,60784314;60;2016;43;42;98;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;18,04;driver5
19,60784314;60;2018;43;42;39;27,84;driver5
19,60784314;60;2018;43;42;39;27,84;driver5
19,60784314;60;2018;43;42;39;27,84;driver5
10,20408163;60;2018;83;42;39;27,84;driver5
10,98901099;60;2018;83;45;39;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;27,84;driver5
10,30927835;60;2153;83;45;61;45,1;driver5
10,30927835;60;2153;83;45;61;45,1;driver5
8,695652174;60;2153;98;45;61;45,1;driver5
8,695652174;60;2153;98;45;61;45,1;driver5
8,695652174;60;2153;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;45,1;driver5
8,474576271;60;2205;98;45;96;11,37;driver5
8,474576271;60;2205;98;45;96;11,37;driver5
8,474576271;60;2205;98;45;96;11,37;driver5
35,71428571;60;2205;23;45;96;11,37;driver5
29,41176471;60;2205;23;37;96;11,37;driver5
29,41176471;60;2205;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;11,37;driver5
37,03703704;60;1778;23;37;99;21,18;driver5
37,03703704;60;1778;23;37;99;21,18;driver5
25;60;1778;34;37;99;21,18;driver5
27,77777778;60;1778;34;41;99;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;21,18;driver5
26,31578947;60;1871;34;41;0;15,69;driver5
26,31578947;60;1871;34;41;0;15,69;driver5
15,38461538;60;1871;58;41;0;15,69;driver5
9,803921569;60;1871;58;26;0;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;15,69;driver5
20,40816327;60;894;58;26;40;17,25;driver5
20,40816327;60;894;58;26;40;17,25;driver5
12,04819277;60;894;98;26;40;17,25;driver5
6,535947712;60;894;98;14;40;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;17,25;driver5
3,861003861;60;1510;98;14;99;49,02;driver5
3,861003861;60;1510;98;14;99;49,02;driver5
8,403361345;60;1510;45;14;99;49,02;driver5
17,54385965;60;1510;45;29;99;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;49,02;driver5
18,86792453;60;1392;45;29;20;85,1;driver5
18,86792453;60;1392;45;29;20;85,1;driver5
8,547008547;60;1392;99;29;20;85,1;driver5
8,547008547;60;1392;99;29;20;85,1;driver5
11,49425287;60;1392;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;85,1;driver5
6,097560976;60;2638;99;39;99;44,71;driver5
6,097560976;60;2638;99;39;99;44,71;driver5
6,097560976;60;2638;99;39;99;44,71;driver5
6,134969325;60;2638;98;39;99;44,71;driver5
7,092198582;60;2638;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;44,71;driver5
8,403361345;60;2226;98;45;100;16,86;driver5
8,403361345;60;2226;98;45;100;16,86;driver5
17,85714286;60;2226;46;45;100;16,86;driver5
18,86792453;60;2226;46;47;100;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;16,86;driver5
18,18181818;60;2276;46;47;47;49,02;driver5
18,18181818;60;2276;46;47;47;49,02;driver5
8,620689655;60;2276;98;47;47;49,02;driver5
10,1010101;60;2276;98;55;47;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;49,02;driver5
8,547008547;60;2673;98;55;100;10,98;driver5
8,547008547;60;2673;98;55;100;10,98;driver5
8,620689655;60;2673;97;55;100;10,98;driver5
9,259259259;60;2673;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;10,98;driver5
11,23595506;60;2215;97;59;100;14,12;driver5
11,23595506;60;2215;97;59;100;14,12;driver5
55,55555556;60;2215;20;59;100;14,12;driver5
55,55555556;60;2215;20;61;100;14,12;driver5
55,55555556;60;2215;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,12;driver5
55,55555556;60;2184;20;61;0;14,51;driver5
55,55555556;60;2184;20;61;0;14,51;driver5
55,55555556;60;2184;20;61;0;14,51;driver5
52,63157895;60;2184;22;61;0;14,51;driver5
33,33333333;60;2184;22;39;0;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;14,51;driver5
40;60;1819;22;39;9;11,76;driver5
40;60;1819;22;39;9;11,76;driver5
15,625;60;1819;56;39;9;11,76;driver5
15,625;60;1819;56;39;9;11,76;driver5
13,69863014;60;1819;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;11,76;driver5
14,70588235;60;1694;56;34;86;28,24;driver5
14,70588235;60;1694;56;34;86;28,24;driver5
14,70588235;60;1694;56;34;86;28,24;driver5
8,333333333;60;1694;98;34;86;28,24;driver5
9,803921569;60;1694;98;40;86;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;28,24;driver5
8,547008547;60;1951;98;40;96;46,27;driver5
8,547008547;60;1951;98;40;96;46,27;driver5
8,547008547;60;1951;98;40;96;46,27;driver5
10,20408163;60;1951;98;48;96;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;46,27;driver5
8,474576271;60;2349;98;48;100;12,94;driver5
8,474576271;60;2349;98;48;100;12,94;driver5
43,47826087;60;2349;19;48;100;12,94;driver5
40;60;2349;19;44;100;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;12,94;driver5
62,5;60;1535;19;44;2;15,29;driver5
62,5;60;1535;19;44;2;15,29;driver5
20,40816327;60;1535;57;44;2;15,29;driver5
7,462686567;60;1535;57;16;2;15,29;driver5
7,462686567;60;1535;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;15,29;driver5
12,82051282;60;897;57;16;34;40,39;driver5
12,82051282;60;897;57;16;34;40,39;driver5
12,82051282;60;897;57;16;34;40,39;driver5
7,407407407;60;897;98;16;34;40,39;driver5
10,20408163;60;897;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;40,39;driver5
3,95256917;60;2319;98;22;97;14,12;driver5
3,95256917;60;2319;98;22;97;14,12;driver5
3,95256917;60;2319;98;22;97;14,12;driver5
4,06504065;60;2319;95;22;97;14,12;driver5
6,289308176;60;2319;95;34;97;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;14,12;driver5
6,451612903;60;2269;95;34;98;85,1;driver5
6,451612903;60;2269;95;34;98;85,1;driver5
8,620689655;60;2269;71;34;98;85,1;driver5
11,62790698;60;2269;71;46;98;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;85,1;driver5
13,51351351;60;1948;71;46;21;47,45;driver5
13,51351351;60;1948;71;46;21;47,45;driver5
16,39344262;60;1948;59;46;21;47,45;driver5
17,85714286;60;1948;59;50;21;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;47,45;driver5
14,49275362;60;2379;59;50;30;23,14;driver5
14,49275362;60;2379;59;50;30;23,14;driver5
15,15151515;60;2379;57;50;30;23,14;driver5
15,625;60;2379;57;52;30;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;23,14;driver5
14,70588235;60;2515;57;52;49;38,82;driver5
14,70588235;60;2515;57;52;49;38,82;driver5
14,70588235;58;2515;57;52;49;38,82;driver5
