km/l;IAT;RPM;MAP;km/h;Load;Acelerador(%);TARGET
100;55;1096;20;52;33;12,94;driver2
100;55;1096;20;52;33;12,94;driver2
100;55;1096;20;52;33;14,9;driver2
100;55;1096;20;52;33;14,9;driver2
33,33333333;55;1096;57;52;33;14,9;driver2
14,08450704;55;1096;57;22;33;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;14,9;driver2
17,24137931;55;894;57;22;38;47,45;driver2
17,24137931;55;894;57;22;38;47,45;driver2
10,1010101;55;894;98;22;38;47,45;driver2
13,69863014;55;894;98;30;38;47,45;driver2
13,69863014;55;894;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;47,45;driver2
4,347826087;55;2831;98;30;23;48,63;driver2
4,347826087;55;2831;98;30;23;48,63;driver2
4,347826087;55;2831;98;30;23;48,63;driver2
4,347826087;55;2831;98;30;23;48,63;driver2
6,097560976;55;2831;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,63;driver2
6,172839506;55;2791;98;42;99;48,24;driver2
6,172839506;55;2791;98;42;99;48,24;driver2
6,172839506;55;2791;98;42;99;48,24;driver2
6,172839506;55;2791;98;42;99;48,24;driver2
7,633587786;55;2791;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;48,24;driver2
8,333333333;55;2557;98;52;83;13,73;driver2
8,333333333;55;2557;98;52;83;13,73;driver2
43,47826087;55;2557;19;52;83;13,73;driver2
43,47826087;55;2557;19;52;83;13,73;driver2
43,47826087;55;2557;19;53;83;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;13,73;driver2
45,45454545;55;2506;19;53;39;16,08;driver2
45,45454545;55;2506;19;53;39;16,08;driver2
22,72727273;55;2506;37;53;39;16,08;driver2
21,73913043;55;2506;37;50;39;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;16,08;driver2
23,25581395;55;2329;37;50;18;13,33;driver2
23,25581395;55;2329;37;50;18;13,33;driver2
45,45454545;55;2329;19;50;18;13,33;driver2
40;55;2329;19;44;18;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;13,33;driver2
43,47826087;55;2122;19;44;37;14,9;driver2
43,47826087;55;2122;19;44;37;14,9;driver2
16,66666667;55;2122;50;44;37;14,9;driver2
15,15151515;55;2122;50;40;37;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;14,9;driver2
35,71428571;55;911;50;40;36;15,29;driver2
35,71428571;55;911;50;40;36;15,29;driver2
35,71428571;55;911;50;40;36;15,29;driver2
31,25;55;911;56;40;36;15,29;driver2
15,87301587;55;911;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;15,29;driver2
16,12903226;55;892;56;20;36;17,25;driver2
16,12903226;55;892;56;20;36;17,25;driver2
9,259259259;55;892;97;20;36;17,25;driver2
7,874015748;55;892;97;17;36;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;17,25;driver2
5,988023952;55;1175;97;17;99;40,39;driver2
5,988023952;55;1175;97;17;99;40,39;driver2
9,803921569;55;1175;59;17;99;40,39;driver2
15,625;55;1175;59;27;99;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;40,39;driver2
12,98701299;55;1411;59;27;94;85,1;driver2
12,98701299;55;1411;59;27;94;85,1;driver2
7,692307692;55;1411;100;27;94;85,1;driver2
10;55;1411;100;35;94;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;85,1;driver2
8,130081301;55;1736;100;35;99;43,92;driver2
8,130081301;55;1736;100;35;99;43,92;driver2
8,26446281;55;1736;98;35;99;43,92;driver2
10,41666667;55;1736;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;43,92;driver2
8,403361345;55;2155;98;44;99;47,06;driver2
8,403361345;55;2155;98;44;99;47,06;driver2
33,33333333;55;2155;25;44;99;47,06;driver2
33,33333333;55;2155;25;44;99;47,06;driver2
38,46153846;55;2155;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;47,06;driver2
52,63157895;55;1531;25;51;100;44,71;driver2
52,63157895;55;1531;25;51;100;44,71;driver2
13,69863014;55;1531;98;51;100;44,71;driver2
13,69863014;55;1531;98;51;100;44,71;driver2
15,15151515;55;1531;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;44,71;driver2
10,86956522;55;2140;98;57;100;12,55;driver2
10,86956522;55;2140;98;57;100;12,55;driver2
10,86956522;55;2140;98;57;100;12,55;driver2
52,63157895;55;2140;20;57;100;12,55;driver2
52,63157895;55;2140;20;55;100;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;12,55;driver2
55,55555556;55;1981;20;55;0;16,47;driver2
55,55555556;55;1981;20;55;0;16,47;driver2
55,55555556;55;1981;20;55;0;16,47;driver2
22,72727273;55;1981;49;55;0;16,47;driver2
16,12903226;55;1981;49;39;0;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;16,47;driver2
35,71428571;55;900;49;39;36;40;driver2
35,71428571;55;900;49;39;36;40;driver2
17,85714286;55;900;98;39;36;40;driver2
10,98901099;55;900;98;24;36;40;driver2
10,98901099;55;900;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;40;driver2
3,861003861;55;2551;98;24;99;44,71;driver2
3,861003861;55;2551;98;24;99;44,71;driver2
3,861003861;55;2551;98;24;99;44,71;driver2
3,861003861;55;2551;98;24;99;44,71;driver2
5,617977528;55;2551;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;44,71;driver2
6,060606061;55;2362;98;35;99;27,45;driver2
6,060606061;55;2362;98;35;99;27,45;driver2
8,620689655;55;2362;69;35;99;27,45;driver2
10,86956522;55;2362;69;44;99;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;27,45;driver2
11,9047619;55;2148;69;44;100;48,24;driver2
11,9047619;55;2148;69;44;100;48,24;driver2
9,433962264;55;2148;87;44;100;48,24;driver2
11,23595506;55;2148;87;52;100;48,24;driver2
11,23595506;55;2148;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;48,24;driver2
9,523809524;55;2522;87;52;77;17,25;driver2
9,523809524;55;2522;87;52;77;17,25;driver2
9,523809524;55;2522;87;52;77;17,25;driver2
37,03703704;55;2522;22;52;77;17,25;driver2
40;55;2522;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;17,25;driver2
47,61904762;55;2109;22;56;34;23,92;driver2
47,61904762;55;2109;22;56;34;23,92;driver2
47,61904762;55;2109;22;56;34;23,92;driver2
15,15151515;55;2109;70;56;34;23,92;driver2
16,12903226;55;2109;70;59;34;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;23,92;driver2
15,625;55;2169;70;59;61;20,39;driver2
15,625;55;2169;70;59;61;20,39;driver2
31,25;55;2169;35;59;61;20,39;driver2
31,25;55;2169;35;59;61;20,39;driver2
31,25;55;2154;35;59;3;20,39;driver2
31,25;55;2154;35;59;3;20,39;driver2
31,25;55;2154;35;59;3;20,39;driver2
31,25;55;2154;35;59;3;20,39;driver2
31,25;55;2154;35;59;3;20,39;driver2
