km/l;IAT(°C);RPM;MAP(kPa);km/h;Engine Load(%);Throttle position(%);Class
5,376344086;51;2438;91;30;23;18,04;Torque
5,376344086;51;2438;91;30;23;18,04;Torque
5,376344086;51;2438;91;30;23;18,04;Torque
5,376344086;51;2438;91;30;23;18,04;Torque
6,451612903;51;2438;91;36;23;18,04;Torque
6,451612903;51;2438;91;36;23;18,04;Torque
6,451612903;51;2438;91;36;23;18,04;Torque
6,451612903;51;2438;91;36;23;18,04;Torque
6,451612903;51;2438;91;36;23;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;18,04;Torque
6,666666667;51;2357;91;36;74;24,31;Torque
6,666666667;51;2357;91;36;74;24,31;Torque
7,692307692;51;2357;79;36;74;24,31;Torque
7,692307692;51;2357;79;36;74;24,31;Torque
9,174311927;51;2357;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;24,31;Torque
7,575757576;51;2844;79;43;38;15,69;Torque
7,575757576;51;2844;79;43;38;15,69;Torque
21,27659574;51;2844;28;43;38;15,69;Torque
22,22222222;51;2228;28;35;18;15,69;Torque
22,22222222;51;2228;28;35;18;14,51;Torque
22,22222222;51;2228;28;35;18;14,51;Torque
18,86792453;51;2228;33;35;18;14,51;Torque
12,98701299;51;2228;33;24;23;14,51;Torque
27,02702703;51;1062;33;24;23;13,73;Torque
20;51;1062;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;13,73;Torque
14,70588235;51;1452;28;15;23;34,9;Torque
14,70588235;51;1452;28;15;23;34,9;Torque
4,464285714;51;1452;92;15;23;34,9;Torque
6,535947712;51;1452;92;22;23;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;34,9;Torque
4,06504065;51;2336;92;22;72;19,61;Torque
4,06504065;51;2336;92;22;72;19,61;Torque
5,050505051;51;2336;74;22;72;19,61;Torque
5,050505051;51;2336;74;22;72;19,61;Torque
5,050505051;51;2336;74;22;72;19,61;Torque
5,747126437;51;2336;74;25;72;19,61;Torque
5,747126437;51;2336;74;25;72;19,61;Torque
5,747126437;51;2336;74;25;72;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;19,61;Torque
4,854368932;51;2756;74;25;62;14,51;Torque
4,854368932;51;2756;74;25;62;14,51;Torque
4,329004329;51;2756;83;25;62;14,51;Torque
5,376344086;51;2756;83;31;62;14,51;Torque
5,376344086;51;2756;83;31;62;14,51;Torque
5,376344086;51;2756;83;31;62;14,51;Torque
5,376344086;51;2756;83;31;62;14,51;Torque
5,376344086;51;2756;83;31;62;14,51;Torque
5,376344086;51;2756;83;31;62;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;14,51;Torque
7,142857143;51;2073;83;31;85;30,98;Torque
7,142857143;51;2073;83;31;85;30,98;Torque
6,896551724;51;2073;86;31;85;30,98;Torque
8,695652174;51;2073;86;39;85;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;30,98;Torque
6,993006993;51;2572;86;39;67;20,78;Torque
6,993006993;51;2572;86;39;67;20,78;Torque
10,52631579;51;2572;57;39;67;20,78;Torque
11,11111111;51;2572;57;41;67;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;20,78;Torque
10,52631579;51;2701;57;41;45;35,69;Torque
10,52631579;51;2701;57;41;45;35,69;Torque
6,493506494;51;2701;93;41;45;35,69;Torque
7,092198582;51;2701;93;45;45;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;35,69;Torque
6,41025641;51;2987;93;45;67;15,29;Torque
6,41025641;51;2987;93;45;67;15,29;Torque
23,80952381;51;2987;25;45;67;15,29;Torque
25;51;2987;25;47;67;15,29;Torque
35,71428571;51;2122;25;47;24;14,9;Torque
31,25;51;2122;28;47;24;14,9;Torque
27,77777778;51;2122;28;42;24;14,9;Torque
31,25;51;1916;28;42;21;14,9;Torque
31,25;51;1916;28;42;21;23,53;Torque
11,76470588;51;1916;74;42;21;23,53;Torque
12,65822785;51;1916;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;23,53;Torque
11,76470588;51;2059;74;45;48;18,04;Torque
11,76470588;51;2059;74;45;48;18,04;Torque
19,60784314;51;2067;44;45;36;18,04;Torque
19,60784314;51;2067;44;45;36;14,51;Torque
19,60784314;51;2067;44;45;36;14,51;Torque
32,25806452;51;1812;27;40;18;13,73;Torque
32,25806452;49;1812;27;40;18;13,73;Torque
18,86792453;49;1812;46;40;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
7,575757576;49;1812;46;16;18;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;13,73;Torque
15,15151515;49;903;46;16;36;18,43;Torque
15,15151515;49;903;46;16;36;18,43;Torque
15,15151515;49;903;46;16;36;18,43;Torque
9,708737864;49;903;72;16;36;18,43;Torque
9,708737864;49;903;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;18,43;Torque
5,524861878;49;1588;72;16;47;23,53;Torque
5,524861878;49;1588;72;16;47;23,53;Torque
5,154639175;49;1588;77;16;47;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
7,092198582;49;1588;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;23,53;Torque
3,608294931;49;2444;77;22;59;25,1;Torque
3,608294931;49;2444;77;22;59;25,1;Torque
3,608294931;49;2444;77;22;59;25,1;Torque
6,329113924;49;2444;56;22;59;25,1;Torque
6,329113924;49;2444;56;22;59;25,1;Torque
6,329113924;49;2444;56;22;59;25,1;Torque
6,329113924;49;2444;56;22;59;25,1;Torque
6,329113924;49;2444;56;22;59;25,1;Torque
6,329113924;49;2444;56;22;59;25,1;Torque
8,620689655;49;2444;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;25,1;Torque
8,26446281;49;2551;56;30;14;28,63;Torque
8,26446281;49;2551;56;30;14;28,63;Torque
5,208333333;49;2551;89;30;14;28,63;Torque
6,097560976;49;2551;89;35;14;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;28,63;Torque
6,535947712;49;2378;89;35;74;20,39;Torque
6,535947712;49;2378;89;35;74;20,39;Torque
11,62790698;49;2378;50;35;74;20,39;Torque
13,51351351;49;2378;50;41;74;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;20,39;Torque
11,76470588;49;2734;50;41;41;18,04;Torque
11,76470588;49;2734;50;41;41;18,04;Torque
11,76470588;49;2734;50;41;41;18,04;Torque
14,70588235;49;2734;40;41;41;18,04;Torque
15,87301587;49;2734;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;18,04;Torque
14,92537313;49;2908;40;44;26;24,71;Torque
14,92537313;49;2908;40;44;26;24,71;Torque
14,92537313;49;2908;40;44;26;24,71;Torque
17,54385965;49;2908;34;44;26;24,71;Torque
18,86792453;49;2908;34;47;15;24,71;Torque
25;49;2172;34;47;15;18,04;Torque
25;49;2172;34;47;15;18,04;Torque
18,18181818;49;2172;47;47;15;18,04;Torque
17,54385965;49;2211;47;46;32;18,04;Torque
17,54385965;49;2211;47;46;32;18,04;Torque
17,54385965;49;2211;47;46;32;14,12;Torque
17,54385965;49;2211;47;46;32;14,12;Torque
33,33333333;49;2211;24;45;32;14,12;Torque
30,3030303;49;2158;27;45;15;14,9;Torque
32,25806452;49;1949;27;43;18;14,9;Torque
18,86792453;49;1949;46;43;18;14,9;Torque
14,08450704;49;1949;46;32;18;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;14,9;Torque
13,33333333;49;2057;46;32;21;23,53;Torque
13,33333333;49;2057;46;32;21;23,53;Torque
10,98901099;49;2057;56;32;21;23,53;Torque
12,04819277;49;2057;56;35;21;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;23,53;Torque
10,63829787;49;2317;56;35;35;20,39;Torque
10,63829787;49;2317;56;35;35;20,39;Torque
6,993006993;49;2317;85;35;35;20,39;Torque
6,849315068;49;2317;85;36;35;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;20,39;Torque
6,849315068;49;2437;85;36;76;24,71;Torque
6,849315068;49;2437;85;36;76;24,71;Torque
8,196721311;49;2437;71;36;76;24,71;Torque
10;49;2437;71;44;76;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;24,71;Torque
8,474576271;49;2893;71;44;52;16,08;Torque
8,474576271;49;2893;71;44;52;16,08;Torque
26,31578947;49;2859;23;44;16;15,69;Torque
26,31578947;49;2859;23;44;16;15,69;Torque
26,31578947;48;2859;23;44;16;15,69;Torque
17,85714286;48;2859;34;44;16;15,69;Torque
11,36363636;48;2859;34;28;16;15,69;Torque
25,64102564;48;1262;34;28;28;15,69;Torque
25,64102564;48;1262;34;28;28;14,51;Torque
25,64102564;48;1262;34;28;28;14,51;Torque
22,22222222;48;1262;39;28;28;14,51;Torque
22,22222222;48;1262;39;28;28;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;14,51;Torque
9,090909091;48;1892;39;17;31;27,45;Torque
9,090909091;48;1892;39;17;31;27,45;Torque
9,090909091;48;1892;39;17;31;27,45;Torque
4,255319149;48;1892;83;17;31;27,45;Torque
6,024096386;48;1892;83;24;52;27,45;Torque
6,024096386;48;1892;83;24;52;27,45;Torque
6,024096386;48;1892;83;24;52;27,45;Torque
6,024096386;48;1892;83;24;52;27,45;Torque
6,024096386;48;1892;83;24;52;27,45;Torque
6,024096386;48;1892;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;27,45;Torque
3,166666667;48;2729;83;24;52;15,29;Torque
3,166666667;48;2729;83;24;52;15,29;Torque
3,166666667;48;2729;82;24;52;15,29;Torque
5,263157895;48;2729;82;30;52;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;15,29;Torque
7,042253521;48;2041;82;30;68;22,75;Torque
7,042253521;48;2041;82;30;68;22,75;Torque
8,130081301;48;2041;71;30;68;22,75;Torque
10;48;2041;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;22,75;Torque
8,333333333;48;2465;71;37;53;26,27;Torque
8,333333333;48;2465;71;37;53;26,27;Torque
7,299270073;48;2465;81;37;53;26,27;Torque
8,26446281;48;2465;81;42;53;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;26,27;Torque
7,194244604;48;2839;81;42;62;25,1;Torque
7,194244604;48;2839;81;42;62;25,1;Torque
9,259259259;48;2839;63;42;62;25,1;Torque
10,52631579;48;2839;63;48;62;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;25,1;Torque
9,708737864;48;3084;63;48;25;22,75;Torque
9,708737864;48;3084;63;48;25;22,75;Torque
24,3902439;48;3084;25;48;25;22,75;Torque
22,72727273;48;3084;25;45;25;22,75;Torque
26,31578947;48;2432;28;45;14;14,9;Torque
30,3030303;48;1927;28;41;18;13,73;Torque
19,60784314;48;1927;43;41;18;13,73;Torque
9,523809524;48;1927;43;20;18;13,73;Torque
9,523809524;48;1927;43;20;30;13,73;Torque
20;48;912;43;20;30;13,73;Torque
20;48;912;43;20;30;13,73;Torque
20;48;912;43;20;30;13,73;Torque
20;48;912;43;20;30;14,9;Torque
20;48;912;43;20;30;14,9;Torque
20;48;912;43;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;20;30;14,9;Torque
5,555555556;48;912;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;14,9;Torque
3,098360656;48;1240;93;12;85;13,73;Torque
